work_order_id;equipment_id;equipment_type;fabricante;modelo;prioridade;tipo_manutencao;status;data_abertura;data_inicio;data_fim;tempo_reparo_min;causa_raiz;componente_afetado;severidade_falha;tempo_parada_h;horas_planejadas_em_aberto;equipe_capacidade_h_dia;tempo_disponivel_h;tempo_operado_h;local;turno;custo_estimado;responsavel;observacoes
WO0529;T009;Trator;Case IH;Cas-T173;Média;Preditiva;Em Andamento;2026-01-28 02:45;2026-01-28 18:15;;1700;Falha mecânica;Transmissão;2;7,7;39,7;8;14,4;6,7;Armazém;Noite;8757;Maria Clara Souza;Aliquam reiciendis neque quos facere veritatis tenetur. Nobis nam modi fuga esse illum ipsam. Corrupti nulla possimus excepturi totam autem.
WO0530;H007;Colhedora de cana;John Deere;Joh-358;Baixa;Corretiva;Concluída;2023-02-09 15:53;2023-02-10 13:04;2023-02-10 16:22;198;Condições ambientais;Motor;1;0,4;19,4;9;12,8;12,4;Armazém;Noite;6497;Otávio Lima;
WO0531;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preventiva;Aberta;2025-03-22 23:35;;;9107;Manutenção programada;Motor;5;2,6;13;13;10;7,4;Armazém;Manhã;26747;Raul Ferreira;
WO0532;T001;Trator;New Holland;New-T163;Média;Preventiva;Aberta;2025-10-09 22:51;;;218;Manutenção programada;Motor;3;17,8;13,8;9;21,8;4;Fazenda A;Manhã;27118;João Pedro Gomes;
WO0533;H007;Colhedora de cana;John Deere;Joh-358;Média;Corretiva;Concluída;2023-04-08 08:47;2023-04-09 03:57;2023-04-12 14:59;4982;Sobrecarga;Sistema elétrico;3;4,7;3;8;21,4;16,7;Fazenda A;Tarde;6894;Pedro Miguel Peixoto;Totam consectetur culpa maiores.
WO0534;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Preventiva;Em Andamento;2026-01-31 12:21;2026-01-31 15:47;;6000;Manutenção programada;Motor;1;6,3;35,3;15;18,5;12,2;Fazenda B;Tarde;8792;Isabelly Fernandes;"Molestiae perferendis harum quidem.
Aspernatur iusto quo facere. Officiis repellat reiciendis ratione assumenda quo. Nulla sed consequuntur quidem numquam."
WO0535;T005;Trator;New Holland;New-T152;Alta;Corretiva;Em Andamento;2026-02-08 10:13;2026-02-08 14:24;;4664;Sobrecarga;Ferramentas de corte;4;0,4;16,8;7;22,8;22,4;Armazém;Noite;37791;Catarina Peixoto;
WO0536;T005;Trator;New Holland;New-T152;Média;Corretiva;Concluída;2025-07-31 15:52;2025-07-31 19:36;2025-08-07 01:03;8967;Falha mecânica;Sistema elétrico;3;8,4;20,1;14;8,8;0,4;Armazém;Manhã;7234;Isabel Marques;
WO0537;T009;Trator;Case IH;Cas-T173;Média;Preventiva;Concluída;2024-02-29 11:45;2024-03-01 11:33;2024-03-03 07:21;2628;Manutenção programada;Ferramentas de corte;2;11;16,1;7;21,8;10,8;Fazenda B;Noite;5641;Sarah Gomes;"Nobis illum aliquid. Ea cupiditate tempore fugiat. Vel exercitationem earum culpa.
Perspiciatis quaerat voluptas nobis et. Ratione at ullam aut sit quo culpa. Laudantium quidem error sequi."
WO0538;H001;Colhedora de cana;Case IH;Cas-500;Baixa;Corretiva;Aberta;2025-08-20 13:28;;;2052;Sobrecarga;Sistema elétrico;1;12,1;27,3;14;16,4;4,3;Fazenda B;Tarde;7372;Gabriel Vasconcelos;
WO0539;H011;Colhedora de cana;Valtra;Val-331;Alta;Preditiva;Aberta;2025-06-11 19:51;;;883;Desgaste de peças;Motor;5;8,2;22,9;7;17,7;9,5;Fazenda A;Noite;3032;Stella Almeida;
WO0540;T003;Trator;AGCO;AGC-T75;Média;Corretiva;Aberta;2023-11-03 12:01;;;5488;Falha mecânica;Sistema elétrico;2;12,8;40,8;7;17,7;4,9;Fazenda A;Noite;18354;Camila Albuquerque;
WO0541;T014;Trator;John Deere;Joh-T77;Baixa;Preventiva;Aberta;2024-07-11 10:39;;;8412;Manutenção programada;Sistema hidráulico;1;14,5;16,2;9;19,9;5,4;Fazenda A;Tarde;7389;Helena Ramos;Voluptatibus dolores accusantium velit. Laborum illo beatae cumque voluptate pariatur. Voluptates repellat iste dolores doloremque nihil. Natus asperiores numquam.
WO0542;T009;Trator;Case IH;Cas-T173;Alta;Preventiva;Concluída;2024-04-02 01:59;2024-04-03 18:00;2024-04-07 02:07;4807;Manutenção programada;Sistema hidráulico;5;8,4;39;7;10,1;1,7;Armazém;Manhã;47904;Danilo Gomes;
WO0543;H006;Colhedora de cana;Valtra;Val-290;Alta;Preventiva;Aberta;2025-01-17 02:16;;;6668;Manutenção programada;Sistema elétrico;4;9,3;31;8;13,7;4,4;Armazém;Tarde;17566;Camila Oliveira;
WO0544;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preventiva;Concluída;2025-11-19 11:47;2025-11-20 13:07;2025-11-25 13:16;7209;Manutenção programada;Sistema hidráulico;5;0,7;1,2;14;13,3;12,6;Armazém;Noite;29204;Diogo Barbosa;"Delectus magni soluta laudantium. Quaerat facere odit. Omnis tempora aperiam quod assumenda blanditiis voluptatum.
Hic sint sapiente deleniti officia. Iste cupiditate rem accusamus nemo iure."
WO0545;H003;Colhedora de cana;Valtra;Val-478;Alta;Preventiva;Aberta;2024-06-30 11:22;;;5729;Manutenção programada;Sistema hidráulico;4;1,8;24;15;22,9;21,1;Armazém;Tarde;6740;Sra. Giovanna da Paz;
WO0546;T012;Trator;John Deere;Joh-T122;Baixa;Corretiva;Em Andamento;2026-01-29 06:25;2026-01-29 22:49;;1895;Erro humano;Sistema hidráulico;1;13,1;32,1;11;15,3;2,2;Fazenda B;Tarde;7714;Bianca Barbosa;"Quod quod ea ipsum ratione. Quisquam est reiciendis aperiam culpa laborum.
Voluptate enim iste reiciendis ducimus. Iste vel minima ipsa."
WO0547;H009;Colhedora de cana;Valtra;Val-288;Média;Preditiva;Aberta;2025-02-08 20:22;;;3472;Condições ambientais;Pneus/Rodas;3;5,7;33,4;11;19,1;13,4;Fazenda A;Tarde;9082;Letícia Cavalcanti;Quasi nemo dolorum ab. Nostrum delectus enim consectetur.
WO0548;H015;Colhedora de cana;Case IH;Cas-360;Baixa;Corretiva;Concluída;2024-10-15 02:48;2024-10-16 10:22;2024-10-21 08:12;7070;Falha mecânica;Motor;1;10,6;16,2;16;14,6;4;Fazenda A;Noite;6877;Kamilly Nascimento;Quisquam unde consequuntur minus consequatur similique. Mollitia delectus delectus rerum a iste laborum.
WO0549;T007;Trator;John Deere;Joh-T165;Média;Preventiva;Aberta;2025-01-12 23:43;;;1081;Manutenção programada;Sistema hidráulico;3;12,2;49,2;14;22,8;10,6;Armazém;Manhã;451;Marcelo Novais;Eveniet fuga labore incidunt doloribus repudiandae necessitatibus. Beatae sapiente itaque.
WO0550;H011;Colhedora de cana;Valtra;Val-331;Alta;Corretiva;Em Andamento;2026-02-13 23:23;2026-02-14 15:30;;3257;Desgaste de peças;Motor;5;8,5;5,5;13;8,5;0;Fazenda A;Manhã;873;Apollo Cirino;Veritatis consectetur corrupti culpa commodi nobis officia labore. Quos saepe consectetur.
WO0551;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preditiva;Aberta;2025-01-18 10:27;;;2662;Falha mecânica;Motor;5;0,8;17,9;16;23,8;23;Armazém;Tarde;44586;Carolina das Neves;"Nostrum quos velit. Asperiores enim soluta sit. Ipsa perferendis quas adipisci eligendi natus nihil.
Accusamus accusamus rerum animi libero possimus voluptatibus. Unde in rem non quas."
WO0552;T009;Trator;Case IH;Cas-T173;Baixa;Corretiva;Aberta;2025-10-26 10:48;;;7276;Desgaste de peças;Ferramentas de corte;1;4,3;39,8;15;17,6;13,3;Armazém;Manhã;4538;Sophia da Rosa;"Dicta libero error eum.
Quod fugiat incidunt doloremque facilis. Deserunt consequuntur dolore molestias atque minima. Officia autem ipsa."
WO0553;T008;Trator;Case IH;Cas-T163;Baixa;Preditiva;Aberta;2023-03-30 18:11;;;473;Desgaste de peças;Sistema hidráulico;1;12,2;44;10;17,5;5,3;Armazém;Tarde;1565;Yago Nunes;Pariatur numquam veritatis ipsum fugit aperiam veniam. Ipsa deserunt vero. Possimus saepe vel eligendi ea adipisci. Laudantium iusto eius laboriosam vero ullam.
WO0554;T014;Trator;John Deere;Joh-T77;Média;Preditiva;Concluída;2024-05-02 02:49;2024-05-03 07:11;2024-05-06 04:49;4178;Desgaste de peças;Sistema hidráulico;2;2,1;13,8;14;14,5;12,4;Fazenda B;Tarde;18238;Rael da Rosa;Labore ducimus ad asperiores est ut. Incidunt ut labore rem esse vitae assumenda. Dolore omnis distinctio quis distinctio. Dolore facere a excepturi consectetur earum fugiat.
WO0555;T002;Trator;Case IH;Cas-T79;Média;Preventiva;Concluída;2024-08-28 23:19;2024-08-29 10:49;2024-09-02 11:22;5793;Manutenção programada;Pneus/Rodas;2;4,3;43,5;13;18,1;13,8;Armazém;Noite;13618;Dr. Luan Macedo;
WO0556;T013;Trator;Valtra;Val-T107;Média;Corretiva;Aberta;2023-12-12 19:46;;;372;Condições ambientais;Sistema elétrico;3;8,8;16,2;13;11,3;2,5;Fazenda A;Manhã;26739;Diego Barros;Vel porro voluptas voluptates dolor. Fuga occaecati assumenda molestias cupiditate nostrum at. Eveniet impedit aliquid odit.
WO0557;T001;Trator;New Holland;New-T163;Média;Corretiva;Em Andamento;2026-02-08 03:20;2026-02-09 02:52;;1819;Condições ambientais;Transmissão;3;6,7;47,3;15;21,1;14,4;Fazenda B;Noite;2394;Srta. Maitê Câmara;
WO0558;T003;Trator;AGCO;AGC-T75;Alta;Preventiva;Em Andamento;2026-02-19 02:01;2026-02-19 06:35;;2950;Manutenção programada;Sistema elétrico;4;12,3;14,5;14;16,8;4,5;Fazenda B;Tarde;32681;José Miguel Ramos;
WO0559;T002;Trator;Case IH;Cas-T79;Alta;Corretiva;Aberta;2023-05-07 06:44;;;3391;Falha mecânica;Sistema elétrico;4;9;19,6;6;12,6;3,6;Fazenda A;Noite;9917;Srta. Gabrielly da Conceição;
WO0560;T002;Trator;Case IH;Cas-T79;Alta;Corretiva;Concluída;2023-02-05 19:53;2023-02-06 17:42;2023-02-08 13:20;2618;Erro humano;Ferramentas de corte;4;3,9;4,8;14;11;7,1;Fazenda A;Tarde;17201;Eloah Jesus;
WO0561;T008;Trator;Case IH;Cas-T163;Alta;Preventiva;Aberta;2024-10-07 09:02;;;616;Manutenção programada;Ferramentas de corte;5;11,7;25,5;13;14,4;2,7;Fazenda A;Manhã;49362;Dra. Agatha da Paz;
WO0562;H013;Colhedora de cana;AGCO;AGC-457;Baixa;Corretiva;Concluída;2023-12-16 03:35;2023-12-16 22:59;2023-12-20 12:20;5121;Falha mecânica;Sistema elétrico;1;18,8;0,3;11;23,4;4,6;Fazenda B;Noite;4262;Vinicius Pacheco;Debitis fugiat neque veritatis asperiores iste sunt. Aut eaque ea ad possimus rerum quidem.
WO0563;T012;Trator;John Deere;Joh-T122;Alta;Preventiva;Em Andamento;2026-01-28 17:34;2026-01-29 12:56;;6593;Manutenção programada;Motor;4;2,4;26,8;6;11,7;9,3;Fazenda B;Noite;26444;Isabella Fonseca;
WO0564;T011;Trator;Case IH;Cas-T147;Alta;Preditiva;Aberta;2025-01-19 06:49;;;1607;Condições ambientais;Sistema hidráulico;4;11,9;36,8;11;17,7;5,8;Fazenda A;Tarde;2916;Sra. Eloá Pinto;"Voluptatem sequi mollitia necessitatibus eveniet.
Animi magni non laboriosam harum minima. Provident libero veniam nostrum assumenda accusantium magni."
WO0565;T009;Trator;Case IH;Cas-T173;Baixa;Preventiva;Em Andamento;2026-02-08 10:50;2026-02-08 16:41;;4149;Manutenção programada;Ferramentas de corte;1;12,6;13,9;12;17,7;5,1;Fazenda B;Tarde;5463;Sr. Pedro Sampaio;
WO0566;H011;Colhedora de cana;Valtra;Val-331;Alta;Preditiva;Aberta;2024-02-03 12:47;;;3104;Erro humano;Motor;4;1,2;34;14;16,4;15,2;Fazenda A;Tarde;3727;Ester Vieira;
WO0567;H011;Colhedora de cana;Valtra;Val-331;Média;Preditiva;Aberta;2024-09-15 04:36;;;9131;Condições ambientais;Sistema elétrico;3;19,2;39,9;8;20,1;0,9;Fazenda A;Tarde;13045;Valentina Cardoso;
WO0568;T006;Trator;New Holland;New-T150;Média;Corretiva;Concluída;2023-02-27 11:28;2023-02-28 17:33;2023-03-06 09:00;8127;Falha mecânica;Ferramentas de corte;2;6,5;21,2;7;16,9;10,4;Armazém;Noite;7745;Brayan Monteiro;"Sint soluta illo voluptatem non exercitationem commodi nisi. Harum rem recusandae veniam vel.
Assumenda assumenda ducimus.
Natus cumque doloribus quae magnam. Vero perspiciatis iure quae."
WO0569;H002;Colhedora de cana;New Holland;New-267;Alta;Preditiva;Aberta;2025-05-13 12:25;;;7354;Sobrecarga;Motor;5;10,5;37,1;12;10,7;0,2;Fazenda B;Manhã;25366;Srta. Ana Julia Costela;Quasi quidem earum dolorem at quibusdam adipisci. Atque tenetur doloribus culpa mollitia iure neque ut. Amet voluptas unde molestiae tenetur sint quisquam.
WO0570;H004;Colhedora de cana;Valtra;Val-228;Alta;Preventiva;Em Andamento;2026-02-01 20:34;2026-02-02 13:04;;3670;Manutenção programada;Pneus/Rodas;4;14,4;18,7;9;16,2;1,8;Fazenda B;Tarde;36337;João Freitas;"Et aspernatur hic dolor aliquid sunt fugiat amet. Corporis cupiditate officia minima ullam deleniti ipsam.
Totam assumenda unde quas libero est. Et itaque voluptate. Enim provident quo."
WO0571;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preditiva;Aberta;2023-02-23 10:48;;;1837;Sobrecarga;Motor;5;9,9;8;13;12,3;2,4;Fazenda B;Tarde;1475;Ana Liz Santos;A consequuntur quis. Sed quas possimus soluta earum tenetur labore. Eveniet consequatur consectetur magni autem error ipsa.
WO0572;H005;Colhedora de cana;Case IH;Cas-206;Média;Corretiva;Aberta;2025-11-22 00:06;;;1144;Erro humano;Ferramentas de corte;3;7,9;3,9;6;9;1,1;Armazém;Tarde;10565;Yago Sá;Voluptatum consequuntur neque deserunt quo fugit ratione. Non possimus doloribus quam dolores. Incidunt numquam nostrum ducimus.
WO0573;H013;Colhedora de cana;AGCO;AGC-457;Média;Preventiva;Em Andamento;2026-02-11 14:04;2026-02-11 17:41;;5381;Manutenção programada;Motor;3;0,8;37,5;13;17,1;16,3;Fazenda A;Noite;5575;Nathan Pires;
WO0574;H008;Colhedora de cana;Valtra;Val-318;Média;Preventiva;Concluída;2023-07-16 05:27;2023-07-16 07:41;2023-07-20 09:53;5892;Manutenção programada;Ferramentas de corte;2;6,4;31,9;10;14,2;7,8;Armazém;Manhã;6764;Isabel Vieira;
WO0575;H002;Colhedora de cana;New Holland;New-267;Média;Preventiva;Concluída;2023-08-19 08:25;2023-08-21 00:31;2023-08-26 16:33;8162;Manutenção programada;Sistema elétrico;3;4,5;3,7;10;16,9;12,4;Fazenda B;Noite;19362;João Lucas Costela;At unde porro cum voluptatibus deserunt beatae. Neque voluptas neque quidem odit cupiditate. Aut vel eos optio enim neque eum illum.
WO0576;T004;Trator;Valtra;Val-T81;Baixa;Corretiva;Aberta;2023-06-28 18:55;;;850;Condições ambientais;Transmissão;1;6;22,1;8;20,8;14,8;Fazenda B;Tarde;4502;Lívia Novaes;
WO0577;T004;Trator;Valtra;Val-T81;Baixa;Corretiva;Aberta;2024-03-05 21:11;;;8216;Erro humano;Motor;1;4,5;34,7;10;8;3,5;Fazenda A;Noite;2516;Arthur Miguel Gonçalves;
WO0578;T014;Trator;John Deere;Joh-T77;Média;Preventiva;Concluída;2023-08-26 03:47;2023-08-28 00:22;2023-09-02 03:30;7388;Manutenção programada;Transmissão;2;6,8;15,1;15;21,2;14,4;Armazém;Manhã;11838;Melina Cirino;
WO0579;H012;Colhedora de cana;Case IH;Cas-275;Alta;Corretiva;Concluída;2024-10-18 07:41;2024-10-19 14:12;2024-10-25 02:48;7956;Sobrecarga;Transmissão;4;0,4;46,3;15;20,4;20;Fazenda A;Manhã;25637;Léo Cavalcanti;"Aut qui nesciunt.
Ad eaque animi perferendis. Dolor minus quos a veniam deleniti dolorum. Explicabo asperiores corporis."
WO0580;H012;Colhedora de cana;Case IH;Cas-275;Baixa;Preventiva;Aberta;2025-06-15 12:38;;;3297;Manutenção programada;Transmissão;1;8,1;21,5;6;22,3;14,2;Fazenda A;Manhã;6218;Carolina Andrade;"Neque earum excepturi doloremque.
Deserunt ipsum fuga sit exercitationem assumenda tempore. Quibusdam mollitia totam quaerat consequuntur."
WO0581;T010;Trator;Case IH;Cas-T77;Alta;Preditiva;Aberta;2023-06-05 20:31;;;3235;Desgaste de peças;Ferramentas de corte;5;17,5;31,4;7;19,3;1,8;Armazém;Tarde;9701;Giovanna Santos;
WO0582;T001;Trator;New Holland;New-T163;Baixa;Preventiva;Em Andamento;2026-01-27 08:04;2026-01-27 16:48;;5019;Manutenção programada;Sistema hidráulico;1;6,7;43,8;9;15,5;8,8;Fazenda A;Noite;2990;Manuella da Conceição;Veniam dolor amet et. Sunt quam consectetur praesentium officiis consequuntur ex adipisci.
WO0583;H009;Colhedora de cana;Valtra;Val-288;Baixa;Preditiva;Concluída;2023-01-25 00:30;2023-01-25 21:40;2023-01-30 09:00;6440;Sobrecarga;Pneus/Rodas;1;4,4;42,6;10;12,9;8,5;Fazenda A;Noite;7978;Srta. Evelyn da Rocha;In odio unde dolorem. Accusantium optio ipsa sunt nulla aperiam repudiandae perferendis. Esse quae exercitationem nobis dignissimos totam.
WO0584;H005;Colhedora de cana;Case IH;Cas-206;Média;Preditiva;Concluída;2023-01-28 08:17;2023-01-29 22:47;2023-02-05 15:27;9640;Sobrecarga;Ferramentas de corte;2;9,2;12,1;16;18,3;9,1;Armazém;Manhã;1163;Sr. André Azevedo;"Tempora eos corporis deserunt sit. Labore asperiores fugit quo alias repudiandae voluptates. Omnis odio aliquid.
Nesciunt doloribus delectus. Provident nam magni ducimus."
WO0585;T012;Trator;John Deere;Joh-T122;Alta;Corretiva;Aberta;2023-07-17 22:35;;;1870;Falha mecânica;Sistema elétrico;4;8,8;30;13;19,5;10,7;Armazém;Tarde;36561;Sra. Ana Júlia Pastor;
WO0586;T014;Trator;John Deere;Joh-T77;Média;Preventiva;Em Andamento;2026-01-31 05:44;2026-01-31 09:16;;1145;Manutenção programada;Pneus/Rodas;3;2;14,3;11;19,1;17,1;Armazém;Noite;11531;Josué Rocha;Deleniti fuga nam nisi nobis error commodi. Voluptas esse est dolor suscipit magnam.
WO0587;T007;Trator;John Deere;Joh-T165;Alta;Preventiva;Em Andamento;2026-02-13 11:51;2026-02-14 04:36;;2356;Manutenção programada;Pneus/Rodas;4;17;23,7;8;20,1;3,1;Armazém;Manhã;6794;Manuella Silva;
WO0588;H006;Colhedora de cana;Valtra;Val-290;Média;Preditiva;Em Andamento;2026-02-18 05:59;2026-02-19 04:24;;4596;Desgaste de peças;Sistema elétrico;3;14,3;13,2;10;20,7;6,4;Fazenda B;Tarde;9000;Maria Julia Machado;Quaerat consectetur neque cupiditate inventore iure deserunt nemo. Qui et mollitia ea aperiam odit culpa minus. Eum animi fuga impedit.
WO0589;H015;Colhedora de cana;Case IH;Cas-360;Baixa;Corretiva;Aberta;2025-05-30 19:59;;;4739;Falha mecânica;Ferramentas de corte;1;4,8;30,2;8;19,9;15,1;Armazém;Noite;8157;Heloisa Pereira;
WO0590;T012;Trator;John Deere;Joh-T122;Média;Preditiva;Aberta;2023-11-23 22:00;;;4839;Falha mecânica;Sistema hidráulico;3;4,8;42;8;13,1;8,3;Fazenda A;Manhã;16124;Ravy Nunes;
WO0591;H005;Colhedora de cana;Case IH;Cas-206;Baixa;Preventiva;Concluída;2025-07-09 22:31;2025-07-10 09:13;2025-07-16 18:08;9175;Manutenção programada;Ferramentas de corte;1;3,4;30,4;14;16,5;13,1;Fazenda B;Noite;9186;Heloisa Araújo;Pariatur mollitia sequi deserunt occaecati totam. Similique fuga voluptatibus deserunt perferendis illo corrupti natus. Odit dolore perferendis.
WO0592;H007;Colhedora de cana;John Deere;Joh-358;Alta;Preditiva;Aberta;2024-12-21 16:23;;;8076;Condições ambientais;Transmissão;5;17,8;48,2;7;20,6;2,8;Fazenda A;Manhã;15502;Manuella Porto;
WO0593;H008;Colhedora de cana;Valtra;Val-318;Média;Corretiva;Em Andamento;2026-02-17 21:11;2026-02-18 08:25;;6284;Desgaste de peças;Motor;2;13;44;9;22,3;9,3;Fazenda A;Noite;14588;Fernanda Rodrigues;
WO0594;T013;Trator;Valtra;Val-T107;Média;Preventiva;Em Andamento;2026-02-12 08:53;2026-02-13 00:05;;2967;Manutenção programada;Transmissão;3;0,6;24,2;16;13,5;12,9;Armazém;Noite;2838;Sr. Dante Ferreira;
WO0595;H015;Colhedora de cana;Case IH;Cas-360;Alta;Preventiva;Aberta;2023-02-03 16:00;;;9863;Manutenção programada;Sistema hidráulico;5;14,8;25,5;15;23,4;8,6;Armazém;Tarde;23708;Helena Guerra;"Id sequi cum cumque officiis voluptas. Ex aliquid explicabo provident omnis. Fugiat officia magni libero.
Quis necessitatibus illo praesentium."
WO0596;H013;Colhedora de cana;AGCO;AGC-457;Alta;Corretiva;Aberta;2024-02-19 08:03;;;3557;Desgaste de peças;Pneus/Rodas;5;3,7;9,4;16;9,6;5,9;Armazém;Manhã;49564;Léo Azevedo;"Fugit vel ad itaque molestias voluptatem culpa. Voluptatibus esse iure recusandae molestias quis a voluptates.
Aliquam inventore asperiores explicabo vel dolorum. Minus iure labore laboriosam."
WO0597;H011;Colhedora de cana;Valtra;Val-331;Média;Preventiva;Em Andamento;2026-01-29 08:26;2026-01-29 15:19;;3110;Manutenção programada;Ferramentas de corte;3;5,1;20,7;14;9,1;4;Fazenda B;Noite;16061;Manuella da Cruz;
WO0598;T001;Trator;New Holland;New-T163;Alta;Preventiva;Concluída;2023-07-22 10:02;2023-07-22 19:05;2023-07-27 21:35;7350;Manutenção programada;Transmissão;5;3,8;11,4;10;15,1;11,3;Fazenda A;Tarde;21080;Dr. Diego Garcia;
WO0599;H013;Colhedora de cana;AGCO;AGC-457;Média;Preditiva;Aberta;2025-06-11 02:42;;;8159;Erro humano;Ferramentas de corte;2;3;49,8;14;14,6;11,6;Armazém;Manhã;14616;Sr. Gabriel Almeida;
WO0600;H004;Colhedora de cana;Valtra;Val-228;Média;Preditiva;Concluída;2025-03-30 02:18;2025-03-30 16:58;2025-03-30 23:47;409;Condições ambientais;Sistema elétrico;2;9,5;13,6;11;20,8;11,3;Fazenda A;Noite;19203;Aylla Martins;
WO0601;T002;Trator;Case IH;Cas-T79;Alta;Corretiva;Em Andamento;2026-01-31 04:06;2026-01-31 16:39;;6385;Desgaste de peças;Ferramentas de corte;4;7,2;28,7;12;9,2;2;Fazenda A;Manhã;23919;Maria Luísa da Rosa;
WO0602;H014;Colhedora de cana;AGCO;AGC-449;Alta;Corretiva;Em Andamento;2026-02-08 07:19;2026-02-08 21:56;;4255;Erro humano;Ferramentas de corte;4;4,2;32,7;12;14,2;10;Armazém;Tarde;29098;Heloisa Ramos;"Quibusdam optio impedit provident iure. Corporis ipsum debitis rem nisi.
Inventore ex similique magni aliquid qui. Nam nulla perspiciatis optio asperiores ea eum alias."
WO0603;H005;Colhedora de cana;Case IH;Cas-206;Média;Preditiva;Aberta;2023-07-17 14:57;;;2852;Sobrecarga;Sistema elétrico;2;7;32,7;13;9,8;2,8;Fazenda A;Manhã;378;Lorena Brito;
WO0604;T015;Trator;Case IH;Cas-T200;Alta;Corretiva;Aberta;2023-03-30 23:17;;;3235;Desgaste de peças;Sistema elétrico;5;5,9;33,6;14;9,7;3,8;Fazenda B;Manhã;18044;Calebe Costa;
WO0605;T001;Trator;New Holland;New-T163;Alta;Corretiva;Aberta;2025-12-27 04:17;;;3321;Desgaste de peças;Sistema hidráulico;5;16,9;34,7;11;22,7;5,8;Armazém;Manhã;21200;Matteo Abreu;
WO0606;T011;Trator;Case IH;Cas-T147;Baixa;Corretiva;Em Andamento;2026-02-17 22:16;2026-02-18 06:42;;5777;Erro humano;Sistema hidráulico;1;0,3;12;9;16,4;16,1;Armazém;Noite;7362;Sra. Aurora Moura;
WO0607;T011;Trator;Case IH;Cas-T147;Média;Corretiva;Aberta;2025-06-12 00:23;;;8262;Falha mecânica;Ferramentas de corte;2;12,5;34,9;12;17,8;5,3;Fazenda B;Noite;9331;Dr. Murilo Barros;
WO0608;T005;Trator;New Holland;New-T152;Alta;Preditiva;Concluída;2023-09-01 10:36;2023-09-02 23:17;2023-09-08 14:41;8124;Desgaste de peças;Sistema elétrico;4;1,2;20,6;10;11,8;10,6;Fazenda A;Tarde;31658;Alexia Porto;
WO0609;T005;Trator;New Holland;New-T152;Alta;Preventiva;Aberta;2025-09-08 03:26;;;6434;Manutenção programada;Ferramentas de corte;5;18,8;47,7;6;21,3;2,5;Armazém;Manhã;16656;Gael Henrique Correia;
WO0610;T014;Trator;John Deere;Joh-T77;Média;Preventiva;Concluída;2023-12-02 00:37;2023-12-03 10:15;2023-12-08 20:14;7799;Manutenção programada;Sistema elétrico;3;8,9;35,5;6;10;1,1;Fazenda A;Noite;25110;Sra. Stella Novais;
WO0611;H005;Colhedora de cana;Case IH;Cas-206;Alta;Preditiva;Em Andamento;2026-01-26 18:35;2026-01-27 00:50;;5278;Desgaste de peças;Ferramentas de corte;4;1,8;13,5;13;22,7;20,9;Fazenda B;Tarde;18141;Helena Câmara;Delectus laudantium quas laborum. Placeat similique cum asperiores repudiandae possimus labore. Enim error corrupti laboriosam repellat dolore.
